Published Annual Name,Published Timeseries Name,ResStock 2024 Release 2 Equivalent
out.electricity.heating_hp_bkup_fa.energy_consumption_intensity..kwh_per_ft2,out.electricity.heating_hp_bkup_fa.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.heating_hp_bkup_fa.energy_savings..kwh,,out.electricity.heating_hp_bkup_fa.energy_consumption.kwh.savings
out.electricity.heating_hp_bkup_fa.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.electricity.hot_water.energy_consumption..kwh,out.electricity.hot_water.energy_consumption..kwh,out.electricity.hot_water.energy_consumption.kwh
out.electricity.hot_water.energy_consumption_intensity..kwh_per_ft2,out.electricity.hot_water.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.hot_water.energy_savings..kwh,,out.electricity.hot_water.energy_consumption.kwh.savings
out.electricity.hot_water.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.electricity.hot_water_solar_th.energy_consumption..kwh,out.electricity.hot_water_solar_th.energy_consumption..kwh,New in ResStock 2025 Release 1
out.electricity.hot_water_solar_th.energy_consumption_intensity..kwh_per_ft2,out.electricity.hot_water_solar_th.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.hot_water_solar_th.energy_savings..kwh,,New in ResStock 2025 Release 1
out.electricity.hot_water_solar_th.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.electricity.lighting_exterior.energy_consumption..kwh,out.electricity.lighting_exterior.energy_consumption..kwh,out.electricity.lighting_exterior.energy_consumption.kwh
out.electricity.lighting_exterior.energy_consumption_intensity..kwh_per_ft2,out.electricity.lighting_exterior.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.lighting_exterior.energy_savings..kwh,,out.electricity.lighting_exterior.energy_consumption.kwh.savings
out.electricity.lighting_exterior.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.electricity.lighting_garage.energy_consumption..kwh,out.electricity.lighting_garage.energy_consumption..kwh,out.electricity.lighting_garage.energy_consumption.kwh
out.electricity.lighting_garage.energy_consumption_intensity..kwh_per_ft2,out.electricity.lighting_garage.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.lighting_garage.energy_savings..kwh,,out.electricity.lighting_garage.energy_consumption.kwh.savings
out.electricity.lighting_garage.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.electricity.lighting_interior.energy_consumption..kwh,out.electricity.lighting_interior.energy_consumption..kwh,out.electricity.lighting_interior.energy_consumption.kwh
out.electricity.lighting_interior.energy_consumption_intensity..kwh_per_ft2,out.electricity.lighting_interior.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.lighting_interior.energy_savings..kwh,,out.electricity.lighting_interior.energy_consumption.kwh.savings
out.electricity.lighting_interior.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.electricity.mech_vent.energy_consumption..kwh,out.electricity.mech_vent.energy_consumption..kwh,out.electricity.mech_vent.energy_consumption.kwh
out.electricity.mech_vent.energy_consumption_intensity..kwh_per_ft2,out.electricity.mech_vent.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.mech_vent.energy_savings..kwh,,out.electricity.mech_vent.energy_consumption.kwh.savings
out.electricity.mech_vent.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.electricity.net.energy_consumption..kwh,out.electricity.net.energy_consumption..kwh,out.electricity.net.energy_consumption.kwh
out.electricity.net.energy_consumption_intensity..kwh_per_ft2,out.electricity.net.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.net.energy_savings..kwh,,out.electricity.net.energy_consumption.kwh.savings
out.electricity.net.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.electricity.permanent_spa_heat.energy_consumption..kwh,out.electricity.permanent_spa_heat.energy_consumption..kwh,out.electricity.permanent_spa_heat.energy_consumption.kwh
out.electricity.permanent_spa_heat.energy_consumption_intensity..kwh_per_ft2,out.electricity.permanent_spa_heat.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.permanent_spa_heat.energy_savings..kwh,,out.electricity.permanent_spa_heat.energy_consumption.kwh.savings
out.electricity.permanent_spa_heat.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.electricity.permanent_spa_pump.energy_consumption..kwh,out.electricity.permanent_spa_pump.energy_consumption..kwh,out.electricity.permanent_spa_pump.energy_consumption.kwh
out.electricity.permanent_spa_pump.energy_consumption_intensity..kwh_per_ft2,out.electricity.permanent_spa_pump.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.permanent_spa_pump.energy_savings..kwh,,out.electricity.permanent_spa_pump.energy_consumption.kwh.savings
out.electricity.permanent_spa_pump.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.electricity.plug_loads.energy_consumption..kwh,out.electricity.plug_loads.energy_consumption..kwh,out.electricity.plug_loads.energy_consumption.kwh
out.electricity.plug_loads.energy_consumption_intensity..kwh_per_ft2,out.electricity.plug_loads.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.plug_loads.energy_savings..kwh,,out.electricity.plug_loads.energy_consumption.kwh.savings
out.electricity.plug_loads.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.electricity.pool_heater.energy_consumption..kwh,out.electricity.pool_heater.energy_consumption..kwh,out.electricity.pool_heater.energy_consumption.kwh
out.electricity.pool_heater.energy_consumption_intensity..kwh_per_ft2,out.electricity.pool_heater.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.pool_heater.energy_savings..kwh,,out.electricity.pool_heater.energy_consumption.kwh.savings
out.electricity.pool_heater.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.electricity.pool_pump.energy_consumption..kwh,out.electricity.pool_pump.energy_consumption..kwh,out.electricity.pool_pump.energy_consumption.kwh
out.electricity.pool_pump.energy_consumption_intensity..kwh_per_ft2,out.electricity.pool_pump.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.pool_pump.energy_savings..kwh,,out.electricity.pool_pump.energy_consumption.kwh.savings
out.electricity.pool_pump.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.electricity.pv.energy_consumption..kwh,out.electricity.pv.energy_consumption..kwh,out.electricity.pv.energy_consumption.kwh
out.electricity.pv.energy_consumption_intensity..kwh_per_ft2,out.electricity.pv.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.pv.energy_savings..kwh,,out.electricity.pv.energy_consumption.kwh.savings
out.electricity.pv.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.electricity.range_oven.energy_consumption..kwh,out.electricity.range_oven.energy_consumption..kwh,out.electricity.range_oven.energy_consumption.kwh
out.electricity.range_oven.energy_consumption_intensity..kwh_per_ft2,out.electricity.range_oven.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.range_oven.energy_savings..kwh,,out.electricity.range_oven.energy_consumption.kwh.savings
out.electricity.range_oven.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.electricity.refrigerator.energy_consumption..kwh,out.electricity.refrigerator.energy_consumption..kwh,out.electricity.refrigerator.energy_consumption.kwh
out.electricity.refrigerator.energy_consumption_intensity..kwh_per_ft2,out.electricity.refrigerator.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.refrigerator.energy_savings..kwh,,out.electricity.refrigerator.energy_consumption.kwh.savings
out.electricity.refrigerator.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.electricity.television.energy_consumption..kwh,out.electricity.television.energy_consumption..kwh,New in ResStock 2025 Release 1
out.electricity.television.energy_consumption_intensity..kwh_per_ft2,out.electricity.television.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.television.energy_savings..kwh,,New in ResStock 2025 Release 1
out.electricity.television.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.electricity.total.energy_consumption..kwh,out.electricity.total.energy_consumption..kwh,out.electricity.total.energy_consumption.kwh
out.electricity.total.energy_consumption_intensity..kwh_per_ft2,out.electricity.total.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.total.energy_savings..kwh,,out.electricity.total.energy_consumption.kwh.savings
out.electricity.total.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.electricity.well_pump.energy_consumption..kwh,out.electricity.well_pump.energy_consumption..kwh,out.electricity.well_pump.energy_consumption.kwh
out.electricity.well_pump.energy_consumption_intensity..kwh_per_ft2,out.electricity.well_pump.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.electricity.well_pump.energy_savings..kwh,,out.electricity.well_pump.energy_consumption.kwh.savings
out.electricity.well_pump.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.fuel_oil.heating.energy_consumption..kwh,out.fuel_oil.heating.energy_consumption..kwh,out.fuel_oil.heating.energy_consumption.kwh
out.fuel_oil.heating.energy_consumption_intensity..kwh_per_ft2,out.fuel_oil.heating.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.fuel_oil.heating.energy_savings..kwh,,out.fuel_oil.heating.energy_consumption.kwh.savings
out.fuel_oil.heating.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.fuel_oil.heating_hp_bkup.energy_consumption..kwh,,out.fuel_oil.heating_hp_bkup.energy_consumption.kwh
out.fuel_oil.heating_hp_bkup.energy_consumption_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.fuel_oil.heating_hp_bkup.energy_savings..kwh,,out.fuel_oil.heating_hp_bkup.energy_consumption.kwh.savings
out.fuel_oil.heating_hp_bkup.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.fuel_oil.hot_water.energy_consumption..kwh,out.fuel_oil.hot_water.energy_consumption..kwh,out.fuel_oil.hot_water.energy_consumption.kwh
out.fuel_oil.hot_water.energy_consumption_intensity..kwh_per_ft2,out.fuel_oil.hot_water.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.fuel_oil.hot_water.energy_savings..kwh,,out.fuel_oil.hot_water.energy_consumption.kwh.savings
out.fuel_oil.hot_water.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.fuel_oil.total.energy_consumption..kwh,out.fuel_oil.total.energy_consumption..kwh,out.fuel_oil.total.energy_consumption.kwh
out.fuel_oil.total.energy_consumption_intensity..kwh_per_ft2,out.fuel_oil.total.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.fuel_oil.total.energy_savings..kwh,,out.fuel_oil.total.energy_consumption.kwh.savings
out.fuel_oil.total.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.natural_gas.clothes_dryer.energy_consumption..kwh,out.natural_gas.clothes_dryer.energy_consumption..kwh,out.natural_gas.clothes_dryer.energy_consumption.kwh
out.natural_gas.clothes_dryer.energy_consumption_intensity..kwh_per_ft2,out.natural_gas.clothes_dryer.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.natural_gas.clothes_dryer.energy_savings..kwh,,out.natural_gas.clothes_dryer.energy_consumption.kwh.savings
out.natural_gas.clothes_dryer.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.natural_gas.fireplace.energy_consumption..kwh,out.natural_gas.fireplace.energy_consumption..kwh,out.natural_gas.fireplace.energy_consumption.kwh
out.natural_gas.fireplace.energy_consumption_intensity..kwh_per_ft2,out.natural_gas.fireplace.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.natural_gas.fireplace.energy_savings..kwh,,out.natural_gas.fireplace.energy_consumption.kwh.savings
out.natural_gas.fireplace.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.natural_gas.grill.energy_consumption..kwh,out.natural_gas.grill.energy_consumption..kwh,out.natural_gas.grill.energy_consumption.kwh
out.natural_gas.grill.energy_consumption_intensity..kwh_per_ft2,out.natural_gas.grill.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.natural_gas.grill.energy_savings..kwh,,out.natural_gas.grill.energy_consumption.kwh.savings
out.natural_gas.grill.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.natural_gas.heating.energy_consumption..kwh,out.natural_gas.heating.energy_consumption..kwh,out.natural_gas.heating.energy_consumption.kwh
out.natural_gas.heating.energy_consumption_intensity..kwh_per_ft2,out.natural_gas.heating.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.natural_gas.heating.energy_savings..kwh,,out.natural_gas.heating.energy_consumption.kwh.savings
out.natural_gas.heating.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.natural_gas.heating_hp_bkup.energy_consumption..kwh,out.natural_gas.heating_hp_bkup.energy_consumption..kwh,out.natural_gas.heating.energy_consumption.kwh
out.natural_gas.heating_hp_bkup.energy_consumption_intensity..kwh_per_ft2,out.natural_gas.heating_hp_bkup.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.natural_gas.heating_hp_bkup.energy_savings..kwh,,out.natural_gas.heating_hp_bkup.energy_consumption.kwh.savings
out.natural_gas.heating_hp_bkup.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.natural_gas.hot_water.energy_consumption..kwh,out.natural_gas.hot_water.energy_consumption..kwh,out.natural_gas.hot_water.energy_consumption.kwh
out.natural_gas.hot_water.energy_consumption_intensity..kwh_per_ft2,out.natural_gas.hot_water.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.natural_gas.hot_water.energy_savings..kwh,,out.natural_gas.hot_water.energy_consumption.kwh.savings
out.natural_gas.hot_water.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.natural_gas.lighting.energy_consumption..kwh,out.natural_gas.lighting.energy_consumption..kwh,out.natural_gas.lighting.energy_consumption.kwh
out.natural_gas.lighting.energy_consumption_intensity..kwh_per_ft2,out.natural_gas.lighting.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.natural_gas.lighting.energy_savings..kwh,,out.natural_gas.lighting.energy_consumption.kwh.savings
out.natural_gas.lighting.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.natural_gas.permanent_spa_heat.energy_consumption..kwh,out.natural_gas.permanent_spa_heat.energy_consumption..kwh,out.natural_gas.permanent_spa_heat.energy_consumption.kwh
out.natural_gas.permanent_spa_heat.energy_consumption_intensity..kwh_per_ft2,out.natural_gas.permanent_spa_heat.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.natural_gas.permanent_spa_heat.energy_savings..kwh,,out.natural_gas.permanent_spa_heat.energy_consumption.kwh.savings
out.natural_gas.permanent_spa_heat.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.natural_gas.pool_heater.energy_consumption..kwh,out.natural_gas.pool_heater.energy_consumption..kwh,out.natural_gas.pool_heater.energy_consumption.kwh
out.natural_gas.pool_heater.energy_consumption_intensity..kwh_per_ft2,out.natural_gas.pool_heater.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.natural_gas.pool_heater.energy_savings..kwh,,out.natural_gas.pool_heater.energy_consumption.kwh.savings
out.natural_gas.pool_heater.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.natural_gas.range_oven.energy_consumption..kwh,out.natural_gas.range_oven.energy_consumption..kwh,out.natural_gas.range_oven.energy_consumption.kwh
out.natural_gas.range_oven.energy_consumption_intensity..kwh_per_ft2,out.natural_gas.range_oven.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.natural_gas.range_oven.energy_savings..kwh,,out.natural_gas.range_oven.energy_consumption.kwh.savings
out.natural_gas.range_oven.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.natural_gas.total.energy_consumption..kwh,out.natural_gas.total.energy_consumption..kwh,out.natural_gas.total.energy_consumption.kwh
out.natural_gas.total.energy_consumption_intensity..kwh_per_ft2,out.natural_gas.total.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.natural_gas.total.energy_savings..kwh,,out.natural_gas.total.energy_consumption.kwh.savings
out.natural_gas.total.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.propane.clothes_dryer.energy_consumption..kwh,out.propane.clothes_dryer.energy_consumption..kwh,out.propane.clothes_dryer.energy_consumption.kwh
out.propane.clothes_dryer.energy_consumption_intensity..kwh_per_ft2,out.propane.clothes_dryer.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.propane.clothes_dryer.energy_savings..kwh,,out.propane.clothes_dryer.energy_consumption.kwh.savings
out.propane.clothes_dryer.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.propane.heating.energy_consumption..kwh,out.propane.heating.energy_consumption..kwh,out.propane.heating.energy_consumption.kwh
out.propane.heating.energy_consumption_intensity..kwh_per_ft2,out.propane.heating.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.propane.heating.energy_savings..kwh,,out.propane.heating.energy_consumption.kwh.savings
out.propane.heating.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.propane.heating_hp_bkup.energy_consumption..kwh,,out.propane.heating_hp_bkup.energy_consumption.kwh
out.propane.heating_hp_bkup.energy_consumption_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.propane.heating_hp_bkup.energy_savings..kwh,,out.propane.heating_hp_bkup.energy_consumption.kwh.savings
out.propane.heating_hp_bkup.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.propane.hot_water.energy_consumption..kwh,out.propane.hot_water.energy_consumption..kwh,out.propane.hot_water.energy_consumption.kwh
out.propane.hot_water.energy_consumption_intensity..kwh_per_ft2,out.propane.hot_water.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.propane.hot_water.energy_savings..kwh,,out.propane.hot_water.energy_consumption.kwh.savings
out.propane.hot_water.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.propane.range_oven.energy_consumption..kwh,out.propane.range_oven.energy_consumption..kwh,out.propane.range_oven.energy_consumption.kwh
out.propane.range_oven.energy_consumption_intensity..kwh_per_ft2,out.propane.range_oven.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.propane.range_oven.energy_savings..kwh,,out.propane.range_oven.energy_consumption.kwh.savings
out.propane.range_oven.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.propane.total.energy_consumption..kwh,out.propane.total.energy_consumption..kwh,out.propane.total.energy_consumption.kwh
out.propane.total.energy_consumption_intensity..kwh_per_ft2,out.propane.total.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.propane.total.energy_savings..kwh,,out.propane.total.energy_consumption.kwh.savings
out.propane.total.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.qoi.electricity.maximum_daily_peak_savings_summer..kw,,New in ResStock 2025 Release 1
out.qoi.electricity.maximum_daily_peak_savings_winter..kw,,New in ResStock 2025 Release 1
out.qoi.electricity.maximum_daily_peak_summer..kw,,out.electricity.summer.peak.kw
out.qoi.electricity.maximum_daily_peak_winter..kw,,out.electricity.winter.peak.kw
out.site_energy.net.energy_consumption..kwh,out.site_energy.net.energy_consumption..kwh,out.site_energy.net.energy_consumption.kwh
out.site_energy.net.energy_consumption_intensity..kwh_per_ft2,out.site_energy.net.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.site_energy.net.energy_savings..kwh,,out.site_energy.net.energy_consumption.kwh.savings
out.site_energy.net.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.site_energy.total.energy_consumption..kwh,out.site_energy.total.energy_consumption..kwh,out.site_energy.total.energy_consumption.kwh
out.site_energy.total.energy_consumption_intensity..kwh_per_ft2,out.site_energy.total.energy_consumption_intensity..kwh_per_ft2,Not published in ResStock 2024 Release 2
out.site_energy.total.energy_savings..kwh,,out.site_energy.total.energy_consumption.kwh.savings
out.site_energy.total.energy_savings_intensity..kwh_per_ft2,,Not published in ResStock 2024 Release 2
out.utility_bills.electricity_bill..usd,,out.bills.electricity.usd
out.utility_bills.electricity_bill_savings..usd,,out.bills.electricity.usd.savings
out.utility_bills.fuel_oil_bill..usd,,out.bills.fuel_oil.usd
out.utility_bills.fuel_oil_bill_savings..usd,,out.bills.fuel_oil.usd.savings
out.utility_bills.natural_gas_bill..usd,,out.bills.natural_gas.usd
out.utility_bills.natural_gas_bill_savings..usd,,out.bills.natural_gas.usd.savings
out.utility_bills.propane_bill..usd,,out.bills.propane.usd
out.utility_bills.propane_bill_savings..usd,,out.bills.propane.usd.savings
out.utility_bills.total_bill..usd,,out.bills.all_fuels.usd
out.utility_bills.total_bill_savings..usd,,out.bills.all_fuels.usd.savings
out.emissions.electricity.aer_high_re_cost_avg..co2e_kg,out.emissions.electricity.total.aer_highrecost_avg..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.electricity.aer_high_re_cost_low_ng_price_avg..co2e_kg,out.emissions.electricity.total.aer_highrecostlowngprice_avg..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.electricity.aer_low_re_cost_avg..co2e_kg,out.emissions.electricity.total.aer_lowrecost_avg..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.electricity.aer_low_re_cost_high_ng_price_avg..co2e_kg,out.emissions.electricity.total.aer_lowrecosthighngprice_avg..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.electricity.aer_mid_case_avg..co2e_kg,out.emissions.electricity.total.aer_midcase_avg..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.electricity.lrmer_high_re_cost_15..co2e_kg,out.emissions.electricity.total.lrmer_highrecost_15..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.electricity.lrmer_high_re_cost_25..co2e_kg,out.emissions.electricity.total.lrmer_highrecost_25..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.electricity.lrmer_high_re_cost_low_ng_price_15..co2e_kg,out.emissions.electricity.total.lrmer_highrecostlowngprice_15..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.electricity.lrmer_high_re_cost_low_ng_price_25..co2e_kg,out.emissions.electricity.total.lrmer_highrecostlowngprice_25..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.electricity.lrmer_low_re_cost_15..co2e_kg,out.emissions.electricity.total.lrmer_lowrecost_15..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.electricity.lrmer_low_re_cost_25..co2e_kg,out.emissions.electricity.total.lrmer_lowrecost_25..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.electricity.lrmer_low_re_cost_high_ng_price_15..co2e_kg,out.emissions.electricity.total.lrmer_lowrecosthighngprice_15..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.electricity.lrmer_low_re_cost_high_ng_price_25..co2e_kg,out.emissions.electricity.total.lrmer_lowrecosthighngprice_25..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.electricity.lrmer_mid_case_15..co2e_kg,out.emissions.electricity.total.lrmer_midcase_15..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.electricity.lrmer_mid_case_25..co2e_kg,out.emissions.electricity.total.lrmer_midcase_25..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.fuel_oil.total..co2e_kg,out.emissions.fuel_oil.total..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.natural_gas.total..co2e_kg,out.emissions.natural_gas.total..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.propane.total..co2e_kg,out.emissions.propane.total..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.total.aer_high_re_cost_avg..co2e_kg,out.emissions.total.aer_highrecost_avg..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.total.aer_high_re_cost_low_ng_price_avg..co2e_kg,out.emissions.total.aer_highrecostlowngprice_avg..co2e_kg,No direct equivalent in ResStock 2024 Release 2
out.emissions.total.aer_low_re_cost_avg..co2e_kg,out.emissions.total.aer_lowrecost_avg..co2e_kg,No direct equivalent in ResStock 2024 Release 2
